AC021016.8	USP37
ERBB2	LASP1
TOMM40	LAMA1
LAMA1	TOMM40
CAPZA2	LIMA1
LIMA1	CAPZA2
OVOL1	C11orf68
AC012307.2	TMEM127
SEC13	GTSE1
GTSE1	SEC13
MAP2K5	ZNF516
GIP	SGTA
SGTA	GIP
HSP90AA1	RAF1
RRP1	KIAA1467
KIAA1467	RRP1
SIRT7	CCDC57
CCDC57	SIRT7
SMARCA4	HSP90B1
HSP90B1	SMARCA4
ROPN1L	ANKRD33B
ANKRD33B	ROPN1L
RPS15	RBM28
RBM28	RPS15
BRMS1	RP11-867G23.8
ARRB2	LEO1
LEO1	ARRB2
PAK7	PDDC1
PDDC1	PAK7
EGFR	TLR2
TLR2	EGFR
AGTR1	RAF1
RRAS2	RALGDS
GDNF	GFRA1
GFRA1	GDNF
MAPK3	WASF2
ROR2	POU2AF1
POU2AF1	ROR2
OPCML	NUP93
NUP93	OPCML
IKZF3	ZNF417
ZNF417	IKZF3
GTF2A2	TERF2
TERF2	GTF2A2
IL31RA	LIFR
AC005562.1	CRLF3
PTK2	PSIP1
PSIP1	PTK2
ARID4B	TOMM20
PRKCA	JPH2
JPH2	PRKCA
RP3-399L15.3	FRK
UBR4	CRYL1
CRYL1	UBR4
LGALS3	TMEM63A
TMEM63A	LGALS3
CIT	PRKAB1
PSMA1	RFC2
RFC2	PSMA1
GRB2	SRSF10
SRSF10	GRB2
SOCS1	IRS1
PSMB3	EFCAB4A
EFCAB4A	PSMB3
ARHGAP8	ISOC1
ISOC1	ARHGAP8
ELF3	KRT31
KRT31	ELF3
HNRNPD	UBE2M
UBE2M	HNRNPD
ATP5B	MBOAT1
MBOAT1	ATP5B
SREBF2	TMCO3
TMCO3	SREBF2
MAP2K1	LAMTOR2
LAMTOR2	MAP2K1
UBR1	TMEM62
TMEM62	UBR1
ARRB1	ZMYND8
RP1-4G17.5	ELP5
ELP5	RP1-4G17.5
MEOX2	FBF1
FBF1	MEOX2
NME1	STRAP
STRAP	NME1
PAFAH1B1	CLIP1
CLIP1	PAFAH1B1
TTLL3	JAGN1
JAGN1	TTLL3
ADD1	NOP14
NOP14	ADD1
RP11-284M14.1	ZNF330
ICAM3	ZNF431
ZNF431	ICAM3
PYGM	SLC22A11
SLC22A11	PYGM
RBX1	FBXO31
FBXO31	RBX1
NECAB1	DECR1
PPP2R1A	PPP2R1B
PPP2R1B	PPP2R1A
LYPD3	NCEH1
NCEH1	LYPD3
VGLL3	CHMP2B
CTD-2235C13.2	ENC1
ADCY6	PDE4C
PDE4C	ADCY6
CLASP1	TFCP2L1
MARK1	MARK3
MARK3	MARK1
FCN1	FCN2
MPV17L2	KIAA1683
FANCC	HSPA8
HSPA8	FANCC
PCBP2	SYNCRIP
SYNCRIP	PCBP2
ADCY6	GDPD5
GDPD5	ADCY6
KRT75	KRT25
KRT25	KRT75
SUN1	MPPE1
MPPE1	SUN1
MAP3K10	CNKSR1
CNKSR1	MAP3K10
FBLIM1	LMO3
LMO3	FBLIM1
REL	PIH1D2
PIH1D2	REL
SMAD3	TRIM33
TRIM33	SMAD3
SCAF11	ZNFX1
ZNFX1	SCAF11
THEMIS2	PHACTR4
PHACTR4	THEMIS2
CBFA2T3	VPS37C
VPS37C	CBFA2T3
VIM	RIPK2
RIPK2	VIM
RP11-513O17.2	SDR16C5
ARID5A	ANKRD23
ANKRD23	ARID5A
ETS1	CDC5L
PSMA1	MAD1L1
MAD1L1	PSMA1
STX1A	CSNK2A2
ESR1	CALM3
RP11-460I13.2	PTAFR
HDAC2	SS18L1
SS18L1	HDAC2
SPAST	TUBA3C
TUBA3C	SPAST
CCL13	UBE2Z
UBE2Z	CCL13
RP11-793H13.8	SPRYD3
DDB1	CDT1
CDT1	DDB1
ILF3	TOP1
TOP1	ILF3
CEBPB	HIPK2
DDB1	NUP93
NUP93	DDB1
MYB	FBXW7
FBXW7	MYB
NFKBIA	FAM177A1
UBA3	NEDD8
STX1A	VPS37D
UBE2E2	ITCH
ITCH	UBE2E2
TMEM134	CARNS1
ACADSB	CAT
CAT	ACADSB
FGB	GNAQ
GNAQ	FGB
RPL15	SYNCRIP
SYNCRIP	RPL15
CCDC178	ASXL3
KRT18	DYNLL1
DYNLL1	KRT18
ATP2B2	ENTPD7
ENTPD7	ATP2B2
PLRG1	CWF19L2
CWF19L2	PLRG1
BTF3	KIF11
KIF11	BTF3
MRPS17	MRPL24
MRPL24	MRPS17
KPNB1	CENPF
FGL1	NSUN2
NSUN2	FGL1
HLX	SEPHS1
SEPHS1	HLX
SNRNP200	WDR18
WDR18	SNRNP200
GAB2	STAM
GTF2E1	KCTD10
KCTD10	GTF2E1
CLU	PON1
CHD9	NR1I3
PTGER3	CAND2
CAND2	PTGER3
SNRPB2	SKIV2L2
SKIV2L2	SNRPB2
RPL23A	IGF2BP1
IGF2BP1	RPL23A
SRP54	RALGAPA1
RALGAPA1	SRP54
BARD1	XRCC6
XRCC6	BARD1
SMARCA5	RACGAP1
RACGAP1	SMARCA5
SNX17	GPRC5C
GPRC5C	SNX17
GRB2	LMO7
LMO7	GRB2
SH3BGRL2	IRAK1BP1
IRAK1BP1	SH3BGRL2
AE000662.93	DAD1
RUNX1	NFKBID
RPS11	C18orf32
C18orf32	RPS11
SORBS1	TGS1
TGS1	SORBS1
KRT76	EXOC8
EXOC8	KRT76
INSR	PRKCI
PRKCI	INSR
SH3GLB1	NDUFAF1
NDUFAF1	SH3GLB1
SLC1A5	MPDU1
MPDU1	SLC1A5
RPS3A	IGF2BP1
IGF2BP1	RPS3A
EPB41L1	YWHAB
RAB37	KIF19
KIF19	RAB37
SRRM5	PSG9
PSG9	SRRM5
ELF3	KRT37
KRT37	ELF3
RPL19	RPS3A
RPS3A	RPL19
IRAK2	N4BP2L2
N4BP2L2	IRAK2
PRKAB1	NUDT5
NUDT5	PRKAB1
GAB1	GRB2
GRB2	GAB1
DISC1	C11orf30
C11orf30	DISC1
ARRB1	CHUK
CIITA	NCOA1
NCOA1	CIITA
LSP1	ACTBL2
ACTBL2	LSP1
DDB1	SMARCA5
SMARCA5	DDB1
UBA3	DUSP23
DUSP23	UBA3
PRKAB2	BANP
BANP	PRKAB2
CADPS	USP2
USP2	CADPS
SEMA4B	RHCG
RHCG	SEMA4B
SMAD5	SLC25A48
SLC25A48	SMAD5
PPM1G	NCBP2
NCBP2	PPM1G
KDM2A	RAD9A
TCF3	RPS15
MSX2	ZBTB17
ZBTB17	MSX2
SLC39A10	SLC39A5
SLC39A5	SLC39A10
MARCKS	ROCK2
ROCK2	MARCKS
TM4SF20	AGFG1
IL1R1	PRKCE
PRKCE	IL1R1
APLNR	UFL1
UFL1	APLNR
MYLK2	C12orf65
C12orf65	MYLK2
TRIM35	UBE2U
UBE2U	TRIM35
SRRM1	U2AF2
U2AF2	SRRM1
KRT34	MSRB3
MSRB3	KRT34
BTRC	INTU
INTU	BTRC
RPS9	TIA1
TIA1	RPS9
NAT1	FOS
FOS	NAT1
NDUFAB1	NDUFA12
NDUFA12	NDUFAB1
TCERG1	SKIV2L2
SKIV2L2	TCERG1
IL1R1	IL1RN
IL1RN	IL1R1
FBXO42	EPHA2
REL	ACOT8
ACOT8	REL
USP13	DAZAP2
DAZAP2	USP13
GML	GBF1
GBF1	GML
HOTAIR	TSHZ3
CELSR2	ATXN7L2
WFDC2	WDR91
WDR91	WFDC2
SEC24D	RP11-33B1.1
RP11-33B1.1	SEC24D
NR1H2	NRIP1
ZMYND15	TM4SF5
TM4SF5	ZMYND15
ATP2B2	PCNXL3
PCNXL3	ATP2B2
CCDC59	MRPS5
MRPS5	CCDC59
SF3B14	ZCRB1
ZCRB1	SF3B14
CARD11	AMZ1
AMZ1	CARD11
AP1G1	KIF13A
KIF13A	AP1G1
SIK2	DIXDC1
ESR1	BAZ1B
BAZ1B	ESR1
ARMC8	NME9
MRPS7	MRPL43
MRPL43	MRPS7
CD81	GNB4
GNB4	CD81
STMN1	UBQLN4
JAK1	MANSC1
MANSC1	JAK1
RPS16	CUL3
CUL3	RPS16
UQCRC2	UQCRQ
UQCRQ	UQCRC2
AE000661.37	DAD1
CTB-171A8.1	KCNN4
PDIA3	DCBLD1
DCBLD1	PDIA3
MAD2L1	NUDT5
NUDT5	MAD2L1
SP4	PELI2
PELI2	SP4
DNAJB6	SLX4
SLX4	DNAJB6
PRKCA	KCNE4
CSF1	AHCYL1
AHCYL1	CSF1
FHL2	KANK2
KANK2	FHL2
PTPRD	ICOSLG
ICOSLG	PTPRD
CDKN2B-AS1	HOTAIR
HOTAIR	CDKN2B-AS1
STX3	CCDC9
CCDC9	STX3
WWP2	SCNN1B
IER2	NSMCE4A
NSMCE4A	IER2
ARL15	SLC37A3
SLC37A3	ARL15
AC019201.1	CYTIP
ZBTB17	DNMT3A
PDE4C	PGPEP1
PGPEP1	PDE4C
DAPK3	RPL13A
RPL13A	DAPK3
MYC	HNRNPD
HNRNPD	MYC
CSNK2A2	IRS1
IRS1	CSNK2A2
MYO5C	TPRN
TPRN	MYO5C
CDK8	THRA
THRA	CDK8
NUP93	SLX4
SLX4	NUP93
YWHAE	PITPNA
PITPNA	YWHAE
TF	TUBB4A
TUBB4A	TF
KCNS3	PDE3B
PDE3B	KCNS3
RBM28	PRR11
PRR11	RBM28
C7orf25	MUC5B
MUC5B	C7orf25
PFN1	UNC119
CSF1	EPS8L3
EPS8L3	CSF1
RPL15	RPS9
RPS9	RPL15
POLR1C	RUSC1
RUSC1	POLR1C
SYNCRIP	ELMO3
ELMO3	SYNCRIP
LITAF	OPTN
OPTN	LITAF
PCAT1	BRCA2
IARS	PKN2
PKN2	IARS
KRT31	KRT6C
KRT6C	KRT31
HAVCR1	UBQLN4
UBQLN4	HAVCR1
DHDDS	PDIK1L
PDIK1L	DHDDS
ESRRG	GPATCH2
GPATCH2	ESRRG
WNT3A	LRP1
LIN54	THAP9
FAM178A	SFMBT2
SFMBT2	FAM178A
RP11-85A1.3	LOXL4
CTSD	CSTB
Y_RNA	TBC1D10B
IRS1	ATP2A2
ARID1A	GATAD2B
GATAD2B	ARID1A
PPP2R1B	TRAF3IP3
TRAF3IP3	PPP2R1B
C17orf75	NF1
NF1	C17orf75
MTOR	GSK3B
GSK3B	MTOR
ATP5B	GOLT1B
GOLT1B	ATP5B
PSIP1	SNAPC3
TUBGCP3	AKAP9
PHB	SKP2
SKP2	PHB
EXOSC10	FOXRED1
FOXRED1	EXOSC10
DDB1	CUL5
CUL5	DDB1
AC006378.2	HEPACAM2
ECH1	HSD17B4
HSD17B4	ECH1
DTWD1	CEP152
CEP152	DTWD1
STMN1	PRKACB
PRKACB	STMN1
EPS15	LIMA1
LIMA1	EPS15
RAB2A	CHCHD3
CHCHD3	RAB2A
TYK2	IRS1
P2RX5	STK17B
STK17B	P2RX5
TUBA3C	ROGDI
ROGDI	TUBA3C
FOSL2	YEATS4
YEATS4	FOSL2
GRB7	TCF12
TCF12	GRB7
MOV10	SLU7
SLU7	MOV10
PPP1CA	ELL
ELL	PPP1CA
SEC16A	NHSL1
NHSL1	SEC16A
LIPG	LPL
CDK6	LMNA
LMNA	CDK6
RP11-529K1.3	ST3GAL2
ST3GAL2	RP11-529K1.3
FURIN	LECT1
LECT1	FURIN
ATP2B2	SLC38A9
SLC38A9	ATP2B2
TMED10	PLEKHA5
PLEKHA5	TMED10
CSNK1G2-AS1	KRTAP12-2
AP1G2	SYNRG
SYNRG	AP1G2
TNFRSF1B	MYLK2
MYLK2	TNFRSF1B
COMMD2	COMMD7
COMMD7	COMMD2
DAZAP1	SAR1A
SAR1A	DAZAP1
LINC00624	FMO5
SPAG5	TSKS
TSKS	SPAG5
RP5-1120P11.1	RP11-444E17.6
NR1H2	POLD1
DDX5	SNRPD2
SNRPD2	DDX5
PLTP	SYS1
SYS1	PLTP
EZH2	RBX1
RBX1	EZH2
EIF5	EIF2S2
EIF2S2	EIF5
APOB	TMEM128
TMEM128	APOB
MAPK10	BCL2
BMP6	BMPER
BMPER	BMP6
NUFIP2	KPRP
KPRP	NUFIP2
MAN1C1	SEPN1
PRKCA	TUBA1C
TUBA1C	PRKCA
DYNC1H1	HNRNPD
HNRNPD	DYNC1H1
HNRNPL	RYR1
RYR1	HNRNPL
YWHAB	SDK1
SDK1	YWHAB
ABO	SURF6
TMEM45A	TFG
RP5-1065J22.8	TAF13
PHC3	COMMD3-BMI1
COMMD3-BMI1	PHC3
SYNCRIP	SBF2
SBF2	SYNCRIP
RPL38	RPS29
RPS29	RPL38
SRRM1	LSM4
LSM4	SRRM1
FCRLB	FCGR3B
FCGR3B	FCRLB
LYAR	PHF5A
PHF5A	LYAR
RP11-361L15.4	ELMO3
PPM1B	CAMKMT
LZTS1	LZTS2
LZTS2	LZTS1
EPS8	ITGB7
ITGB7	EPS8
GAS5	MTOR
SENP1	TRMT1
TRMT1	SENP1
CTD-2127H9.1	OSMR
C7orf25	EZH2
PTPN6	SYK
MYO1C	PPFIBP1
PPFIBP1	MYO1C
RPL18	MCF2L
MCF2L	RPL18
SGK1	WNK1
WNK1	SGK1
ITSN2	SEMA6A
PABPC3	NAT10
NAT10	PABPC3
AKT2	MAP3K11
MAP3K11	AKT2
PTK2B	PPP2R2B
PPP2R2B	PTK2B
COX4I1	CYB5D1
CYB5D1	COX4I1
RBFOX1	RIOK1
RIOK1	RBFOX1
RPL38	SRSF10
SRSF10	RPL38
BRMS1	LRIF1
LRIF1	BRMS1
RP13-143G15.4	PDE7B
NRIP1	PKNOX2
PKNOX2	NRIP1
MAPKAPK5	TMEM116
KCTD10	PAFAH1B1
PAFAH1B1	KCTD10
PRKAR1A	SMAD2
FUT3	SLC30A6
SLC30A6	FUT3
SEMG2	PTPLA
PTPLA	SEMG2
PELI1	LBH
LBH	PELI1
TP53	TAF1B
MAP2K2	PIK3CB
PIK3CB	MAP2K2
ANKRD13A	IZUMO1
IZUMO1	ANKRD13A
RAB5C	SCFD1
SCFD1	RAB5C
POU2AF1	RBM24
RBM24	POU2AF1
TSSC4	PRPF6
PRPF6	TSSC4
SIRT1	NAT10
NAT10	SIRT1
AQP1	TFG
TFG	AQP1
CTC-492K19.4	FCGBP
RPAP1	NDUFAF1
AES	ZNF576
ZNF576	AES
HOTAIR	EYS
FBXW7	H2AFY2
H2AFY2	FBXW7
PRKACB	GNA13
GNA13	PRKACB
RBBP6	ZBTB38
ZBTB38	RBBP6
XPO1	SMAD1
CUL5	DDX19B
DDX19B	CUL5
NELFB	MAMDC4
MAMDC4	NELFB
RCAN1	MAPK3
PKP2	SMAD9
SF3B14	XAB2
XAB2	SF3B14
ABCB10	SLC39A12
SLC39A12	ABCB10
PARK2	SNCAIP
ERBB2	SYK
SYK	ERBB2
CXCR4	SOCS1
SIAE	TCTN1
TCTN1	SIAE
H3F3A	AURKB
AURKB	H3F3A
ZMYM2	ZNF512B
ZNF512B	ZMYM2
TRIM63	GFM1
GFM1	TRIM63
CEP70	ZNF587
ZNF587	CEP70
ZZEF1	CCDC130
CCDC130	ZZEF1
ZC3HAV1	TRIM24
TRIM24	ZC3HAV1
MMP14	CAV1
AC074011.2	PPP1CB
RANBP6	STEAP3
STEAP3	RANBP6
KLHDC2	FAIM
FAIM	KLHDC2
INSR	GRB14
BZW1	CDT1
CDT1	BZW1
SUGP1	ARMC6
ARMC6	SUGP1
CHUK	TUBA3D
TUBA3D	CHUK
C11orf65	NPAT
ERMARD	WDR27
VPS39	RPS6KC1
RPS6KC1	VPS39
HDAC2	NCOR2
NCOR2	HDAC2
AF127936.7	NRIP1
GRB2	DLGAP1
DLGAP1	GRB2
MTNR1A	PDIA6
PDIA6	MTNR1A
PRKAR2B	CCDC77
CCDC77	PRKAR2B
NCK1	SLC35G2
FRMD1	A2ML1
A2ML1	FRMD1
AC006378.2	GNGT1
TBC1D22A	KIRREL
KIRREL	TBC1D22A
RP11-118B18.1	ABCA9
CSNK2A2	ZSCAN5A
ZSCAN5A	CSNK2A2
CSNK1E	SNX24
SNX24	CSNK1E
SF3B14	MRPS23
MRPS23	SF3B14
TMEM255B	TMCO3
TSC1	ARID5A
ARID5A	TSC1
SOCS1	PIK3R2
CHUK	ERLIN1
ERLIN1	CHUK
PPM1G	RPS3A
RPS3A	PPM1G
CDH1	MYO7A
MYO7A	CDH1
NDUFAB1	COG7
TUBA4A	SKA1
SKA1	TUBA4A
DPP3	ACTN3
PDGFB	MRPS31
MRPS31	PDGFB
SUMO2	SAP30BP
SAP30BP	SUMO2
ZC3H7B	EIF4G1
MTNR1A	GNB4
RAD51	RNASEH2A
RNASEH2A	RAD51
RUSC1	FNDC3B
FNDC3B	RUSC1
PLSCR4	KPRP
KPRP	PLSCR4
GRB2	ITK
SDCBP	OPTN
OPTN	SDCBP
PRKCA	NR1H4
NR1H4	PRKCA
LTK	NDUFAF1
CDKN2B-AS1	RCAN1
TUBA3C	LRRCC1
LRRCC1	TUBA3C
GPX7	UBQLN4
MCM6	USP49
USP49	MCM6
PKN2	SGPL1
SGPL1	PKN2
ARRB1	CALM3
CALM3	ARRB1
TMPRSS3	PDZD8
PDZD8	TMPRSS3
AP2A2	EPS15
EPS15	AP2A2
PDK4	TRIM63
TRIM63	PDK4
MRPL33	SLC4A1AP
AFF1	NT5E
NT5E	AFF1
FAM161A	CCDC57
CCDC57	FAM161A
EGFR	KCND3
KCND3	EGFR
LMNA	PRKCE
PRKCE	LMNA
APC	NCKAP5
NCKAP5	APC
PPM1G	SLX4
SLX4	PPM1G
HOOK2	ZGPAT
ZGPAT	HOOK2
MYO1C	PALLD
PALLD	MYO1C
IGFBP5	PAPPA2
RP4-796I17.5	KIAA1644
KIAA1644	RP4-796I17.5
SIAE	DCBLD2
DCBLD2	SIAE
NCK1	PAPSS1
PAPSS1	NCK1
RP11-445F6.2	REPS1
HTRA1	FAM24B
FAM24B	HTRA1
WARS	WDR25
CCT6B	MRPL38
MRPL38	CCT6B
GDF15	RBM38
RBM38	GDF15
SMARCA5	SAP30
SAP30	SMARCA5
KRT31	R3HDM2
R3HDM2	KRT31
CAPZA2	STAMBPL1
STAMBPL1	CAPZA2
CTC-436K13.1	LSM11
TRAF4	SUMO1P1
SUMO1P1	TRAF4
ACTN4	MAPRE1
MAPRE1	ACTN4
ARRB2	XRCC6
XRCC6	ARRB2
AHCYL1	STRIP1
ZC3H7B	MKL1
MKL1	ZC3H7B
DAB1	SMOC2
SMOC2	DAB1
UBQLN1	XPO4
XPO4	UBQLN1
GSK3B	NIN
RPL4	PRR11
PRR11	RPL4
FCGRT	ITM2B
ITM2B	FCGRT
DLG1	LRRC1
TUBA4A	DLGAP5
DLGAP5	TUBA4A
H3F3B	POLK
POLK	H3F3B
ADRB2	HTR4
HTR4	ADRB2
KLF14	TMEM209
TMEM209	KLF14
JUP	YEATS4
YEATS4	JUP
LSM3	RP11-434D12.1
RP11-434D12.1	LSM3
BSX	C11orf63
NACC1	CACNA1A
CACNA1A	NACC1
CREB1	KCNIP3
KCNIP3	CREB1
ATP6V1B2	RAB2A
RAB2A	ATP6V1B2
FBXW11	TUBGCP4
TUBGCP4	FBXW11
NEBL	SMURF2
SMURF2	NEBL
PTTG1	EZR
EZR	PTTG1
SNORD118	GRAMD1B
DUOXA1	TRIM69
TRIM69	DUOXA1
LYZ	NFKBIB
NFKBIB	LYZ
ABCB9	C12orf65
MCC	SF3B14
SF3B14	MCC
DCC	CASP9
LDHB	ALDH18A1
ALDH18A1	LDHB
RAVER1	ICAM3
NAB2	ZNF417
ZNF417	NAB2
ARRB2	RAB5C
RAB5C	ARRB2
HDDC2	HEY2
HEY2	HDDC2
MRPL15	MRPS22
MRPS22	MRPL15
INSIG1	SREBF2
MRPS31	MRPS7
MRPS7	MRPS31
E2F4	LIN9
LIN9	E2F4
CDKN2B-AS1	SCARA3
GNAQ	C1QL4
C1QL4	GNAQ
PIBF1	HOMEZ
HOMEZ	PIBF1
KLF6	SP1
CLK2	SRRM1
SRRM1	CLK2
SLC30A2	SYNGR1
SYNGR1	SLC30A2
UBE2H	ZBTB17
ZBTB17	UBE2H
SOX6	PLEKHA7
PLEKHA7	SOX6
CLNS1A	MYO7A
MYO7A	CLNS1A
NEDD8	PIAS1
PIAS1	NEDD8
NRAS	SLC3A2
SLC3A2	NRAS
ARL1	NEDD1
NEDD1	ARL1
PSMD5	UBC
RPS27	IPO9
IPO9	RPS27
PIBF1	IGFN1
IGFN1	PIBF1
CTNNBL1	DHODH
DHODH	CTNNBL1
ALK	ITK
ITK	ALK
MCM10	MCM6
NFKBIA	RALGAPA1
PRKCA	ITPKA
KRT75	CPNE7
CPNE7	KRT75
ZNF20	KRT38
KRT38	ZNF20
RNF4	ADD1
ADD1	RNF4
EPN1	EPS15
GAS5	TGFB1
NFIC	ZNF554
RP11-404F10.2	SLAMF1
CCT2	RFWD2
RFWD2	CCT2
TRDMT1	STAM
STAM	TRDMT1
PRKACB	SAMD13
SAMD13	PRKACB
NUP153	SMAD2
RP11-282I1.1	PSTK
SMURF2	SMAD5
HSP90AA1	ARNTL
GRIA4	CASP1
ORAI3	RNF40
PNPLA5	PARVB
PARVB	PNPLA5
HES1	SRC
SRC	HES1
SUMO2	RANGAP1
FOS	ATF7
ATF7	FOS
CADM1	ATF7IP
RSPO3	DPY19L3
DPY19L3	RSPO3
ZNF20	FST
FST	ZNF20
RPS15	PRR11
PRR11	RPS15
IPO8	ZNF629
ZNF629	IPO8
ID1	MSGN1
MSGN1	ID1
RP5-933K21.3	SNX9
SSRP1	TRAPPC8
TRAPPC8	SSRP1
CCL3	TGFB1
TGFB1	CCL3
CAPZA2	SMC2
SMC2	CAPZA2
KIAA0195	SLC25A19
CDC16	PYCR2
PYCR2	CDC16
SLC39A12	TMPPE
TMPPE	SLC39A12
MTX1	SAMM50
SAMM50	MTX1
SOCS3	IRS1
RP11-156P1.2	MYL4
MYL4	RP11-156P1.2
RPS16	TNFRSF1B
TNFRSF1B	RPS16
ITPKA	PRKCI
PRKCI	ITPKA
SLC16A12	PANK1
PANK1	SLC16A12
SORT1	LSM14A
LSM14A	SORT1
SENP5	NCBP2
CASP7	VIM
NES	SF3B1
SF3B1	NES
MICU1	DOCK5
DOCK5	MICU1
NCAPH	UTP15
UTP15	NCAPH
RTEL1	PDDC1
PDDC1	RTEL1
RP11-297M9.1	GRIN2A
GRIN2A	RP11-297M9.1
PCBD2	MED30
MED30	PCBD2
CREB1	TRIM5
TRIM5	CREB1
SLC5A3	SLX4
SLX4	SLC5A3
SDCBP	LITAF
LITAF	SDCBP
TMEM176A	ATP6V0E2
ATP6V0E2	TMEM176A
C2orf80	PIKFYVE
TMEM255B	CDC16
CDC16	TMEM255B
ANXA2	VIM
VIM	ANXA2
TMEM176A	ZNF862
ZNF862	TMEM176A
NFIX	RB1
RB1	NFIX
ARHGEF10L	RCC2
IFI16	AIM2
DVL3	ADAP1
ADAP1	DVL3
RCAN1	UBC
UBC	RCAN1
SRRM1	NCBP2
NCBP2	SRRM1
PHC1	SMARCA5
SMARCA5	PHC1
NFKBIA	PPP1R9A
PPP1R9A	NFKBIA
ZNF507	SUN1
SUN1	ZNF507
APOE	VDAC1
VDAC1	APOE
SIRT1	LIMA1
LIMA1	SIRT1
IMPA1	APPBP2
APPBP2	IMPA1
PTPRD	MTSS1
TMEM57	TMEM50A
ZC3HAV1	ZCRB1
ZCRB1	ZC3HAV1
TNFRSF1B	TUBA3D
TUBA3D	TNFRSF1B
RP3-333H23.8	SUN2
KPNA2	HOMEZ
HOMEZ	KPNA2
PTK2	GIT1
MAD2L1	PRIM1
PRIM1	MAD2L1
RAB5C	ERMP1
ERMP1	RAB5C
TMEM131	ZAP70
RPL17	RPS9
RPS9	RPL17
HSP90AA1	STARD13
STARD13	HSP90AA1
HNRNPD	PCBP2
MZF1	AC003006.7
AC003006.7	MZF1
VDR	RXRA
HSP90AA1	RPS11
RPS11	HSP90AA1
RPL18	ARHGEF4
ARHGEF4	RPL18
IKZF3	EFHC1
EFHC1	IKZF3
MFN2	MFN1
MFN1	MFN2
NR4A1	TRIM28
TRIM28	NR4A1
CIAO1	IPO4
IPO4	CIAO1
GTF2I	GTF2IRD1
CP	DDX31
DDX31	CP
TNNI3	PKD2
MYO1F	INHBE
INHBE	MYO1F
UBE2C	SYS1-DBNDD2
SYS1-DBNDD2	UBE2C
FOS	WEE1
NPPA	CAPRIN1
ITGB2	DAB1
CDH5	KCNJ8
KCNJ8	CDH5
MCRS1	CDCA7L
CDCA7L	MCRS1
ACTN2	RPP14
RPP14	ACTN2
GNA15	C2orf44
C2orf44	GNA15
GPM6A	HAX1
HAX1	GPM6A
BAZ2A	RACGAP1
RACGAP1	BAZ2A
ATP2B2	FPR2
FPR2	ATP2B2
DYNC1H1	MKLN1
MKLN1	DYNC1H1
SP1	SETD1A
SNRPF	SYF2
SYF2	SNRPF
HPD	CAMKK2
CAMKK2	HPD
ATP5G1	FUT3
FUT3	ATP5G1
BMP2	BMP4
BMP4	BMP2
CD81	STX1A
STX1A	CD81
XRCC6	MYC
MYC	XRCC6
GAS6	MPPE1
MPPE1	GAS6
FDPS	ATXN1
CASP1	HTT
SFN	ARHGAP32
ARHGAP32	SFN
GGA3	PLEKHB2
PLEKHB2	GGA3
GNPNAT1	DDHD1
PRKACB	RYR2
RP11-298I3.5	MMP14
MMP14	RP11-298I3.5
MYC	POLD1
POLD1	MYC
RP4-781K5.2	RP4-781K5.5
RP4-781K5.5	RP4-781K5.2
NAPB	STX1B
STX1B	NAPB
LGALS3	LPAR2
LPAR2	LGALS3
DHX38	CD2BP2
CD2BP2	DHX38
NCOA7	HDDC2
MED18	HOMEZ
HOMEZ	MED18
IFNGR1	PTPN11
BMPR2	NBEAL1
DPEP1	STEAP3
STEAP3	DPEP1
RAN	RPL18
RPL18	RAN
AKT2	CASP9
DYNC1I1	TAOK1
GLCCI1	FAM194A
FAM194A	GLCCI1
TRIM37	SSX2IP
SSX2IP	TRIM37
NOP14	GRK4
PFDN2	CCT3
CCT3	PFDN2
C1QTNF2	FABP6
FABP6	C1QTNF2
HOMEZ	MRPL11
MRPL11	HOMEZ
TUBA3C	TUBA3E
TUBA3E	TUBA3C
PARP1	H3F3A
BAZ2A	RBMS2
USP2	CEP63
CEP63	USP2
GSN	TMED10
TMED10	GSN
BRCA2	C11orf30
HES1	ID1
ANKRD42	RAB30
RAB30	ANKRD42
PELI2	TBPL2
TBPL2	PELI2
ITPKC	SYNJ1
TFCP2	SERINC1
SERINC1	TFCP2
SLC22A2	IGF2R
B3GNT2	CBL
CBL	B3GNT2
PTPN6	LAIR1
RPL23A	RPL13A
RPL13A	RPL23A
NT5DC3	GLT8D2
GLT8D2	NT5DC3
DLX6-AS1	SHFM1
APC	SYNE1
SYNE1	APC
PPM1G	DNAJC8
DNAJC8	PPM1G
FBXL20	GSDMB
MRPL33	MRPS14
MRPS14	MRPL33
NCAPH	KANSL3
KANSL3	NCAPH
PLRG1	SKIV2L2
SKIV2L2	PLRG1
WDR81	SERPINF2
TARDBP	LIN28A
LIN28A	TARDBP
RPS9	WDR18
WDR18	RPS9
MRPL51	MRPL47
MRPL47	MRPL51
YWHAB	SLITRK1
SLITRK1	YWHAB
HOXB1	PBX1
PBX1	HOXB1
AC016700.5	C2orf42
MYH1	SORT1
SORT1	MYH1
POLR1C	DIMT1
DIMT1	POLR1C
GAS6	ADPRHL1
CD40	TDP2
TDP2	CD40
LAMA5	SMAD2
TFAP2B	SSBP4
SSBP4	TFAP2B
CCL7	UBQLN1
UBQLN1	CCL7
RBM38	ZC3H10
ZC3H10	RBM38
PIP4K2A	SPEN
SPEN	PIP4K2A
PPP2R1A	ZNF331
ZNF331	PPP2R1A
PTPN1	CSNK2A2
PRKCI	TNNI3
TNNI3	PRKCI
AGFG1	MFF
SP1	TGFB1
