AC021016.8	USP37
MAPRE1	DAB2
IGF2R	GTSE1
GTSE1	IGF2R
NCK2	HOMEZ
HOMEZ	NCK2
A1BG	GDPD1
GDPD1	A1BG
LBP	APOA1
UBC	MED10
MED10	UBC
VTI1A	GPAM
GPAM	VTI1A
PADI3	MRPL38
MRPL38	PADI3
PRKCB	ZMYND8
RPL38	SDK2
SDK2	RPL38
RPS9	RPS27
RPS27	RPS9
HAL	CNDP1
MRPL47	MRPL43
MRPL43	MRPL47
CIAO1	DDX20
DDX20	CIAO1
DYNLL1	TRAF3IP3
TRAF3IP3	DYNLL1
RP11-196G11.4	ZNF668
KCNJ1	PRKCA
PRKCA	KCNJ1
LAMA4	LGALS9
LGALS9	LAMA4
UTRN	DISC1
DISC1	UTRN
FLNC	FURIN
FURIN	FLNC
FDPS	XPO1
XPO1	FDPS
MECOM	MAPK6
MAPK6	MECOM
AC007392.3	AC074391.1
AC074391.1	AC007392.3
RAD50	DCLRE1C
FBLN1	SMAD4
EIF2B5	PSMD2
CCAR1	TRIM63
TRIM63	CCAR1
KIF2A	ORMDL3
ORMDL3	KIF2A
CDC16	ANAPC5
ANAPC5	CDC16
MRPS11	ZNF169
ZNF169	MRPS11
U2AF2	SF3B3
SF3B3	U2AF2
ALDH2	ATAD5
ATAD5	ALDH2
SKAP1	LRRC46
RP11-85K15.2	FAM177A1
RPS3	SF3B14
SF3B14	RPS3
NEDD1	NRBP2
NRBP2	NEDD1
RALGDS	CNKSR1
NRG1	DSE
DSE	NRG1
SSNA1	GOPC
GOPC	SSNA1
DKK3	WNK1
WNK1	DKK3
AES	HMGB1
LMNA	SUN2
SUN2	LMNA
C19orf66	DTNBP1
DTNBP1	C19orf66
KRT34	KRT6C
KRT6C	KRT34
CTNNBL1	RPL32
RPL32	CTNNBL1
PLCB3	ITPKC
ILF3	PCBP2
PCBP2	ILF3
RP11-408H1.3	PLD1
BNIP2	FOXB1
FOXB1	BNIP2
MAPK3	MAP2K7
MAP2K7	MAPK3
EXOSC10	NAA38
NAA38	EXOSC10
RP11-306G20.1	NRF1
MCRS1	PIBF1
PIBF1	MCRS1
WIPF2	DNMBP
STK16	RFX6
RFX6	STK16
KLF4	HDAC2
HDAC2	H2AFY2
SMAD2	SMAD3
RFX1	RFX3
RFX3	RFX1
MYH10	ABCG2
ABCG2	MYH10
PLEKHB2	ATF7IP
PPP1CC	TPM4
TPM4	PPP1CC
APP	UNG
UNG	APP
CDKN2B-AS1	WSCD1
IDE	MBP
MBP	IDE
MAP3K1	SNRPF
SNRPF	MAP3K1
USF1	HOMEZ
HOMEZ	USF1
ANAPC13	ANAPC16
ANAPC16	ANAPC13
FN1	FBLN2
GADD45G	RBM48
RBM48	GADD45G
LRRD1	AKAP9
AKAP9	TNIK
TNIK	AKAP9
ERBB3	VAV3
VAV3	ERBB3
Y_RNA	AC002310.13
FER1L6	TMEM65
PLCL1	INPP5E
INPP5E	PLCL1
TSPAN4	MUC2
MUC2	TSPAN4
MRPS33	ZNF169
ZNF169	MRPS33
GALNS	GBA
GBA	GALNS
MRPS22	MRPS14
MRPS14	MRPS22
GBP4	GBP6
GBP6	GBP4
TXNDC11	SNX29
SNX29	TXNDC11
FHL5	ZNF581
ZNF581	FHL5
LPCAT3	FBXL4
FBXL4	LPCAT3
SFN	MAGI1
MAGI1	SFN
TP53	PRIM1
TEN1-CDK3	TRIM47
KIAA0753	TCHP
TCHP	KIAA0753
AQP6	RACGAP1
AC074391.1	ACTR2
PPP5C	CDC16
FHL2	SREBF2
SREBF2	FHL2
LDLRAP1	RHD
UQCRQ	NDUFA11
NDUFA11	UQCRQ
NOP9	PCK2
PCK2	NOP9
BTRC	PHLPP1
PHLPP1	BTRC
HP	DDX31
DDX31	HP
PLAA	ASPSCR1
ASPSCR1	PLAA
UBE3C	NOM1
NOM1	UBE3C
PAK2	PLK2
PLK2	PAK2
EXPH5	NPAT
NPAT	EXPH5
KIF14	MRPS11
MRPS11	KIF14
GAS5	SMAD3
MRPS6	MRPL11
MRPL11	MRPS6
VAPA	TUBA1C
TUBA1C	VAPA
APOBEC3D	PDGFB
PDGFB	APOBEC3D
MEOX2	NOL4
NOL4	MEOX2
BAHD1	INO80
INO80	BAHD1
PCBP2	RPS6
RPS6	PCBP2
U2AF2	NOP58
NOP58	U2AF2
SLC9A1	SLC20A1
SLC20A1	SLC9A1
GYG1	GBE1
FAM136A	RBFOX3
RBFOX3	FAM136A
IQCE	RFFL
RFFL	IQCE
HTT	TAF4
MTOR	HNRNPD
HNRNPD	MTOR
C12orf43	FAM177A1
FAM177A1	C12orf43
APOC3	USF1
USF1	APOC3
TMEM194A	NOP58
NOP58	TMEM194A
EXOSC10	RRBP1
RRBP1	EXOSC10
NR2C2AP	MAU2
FPR2	RTN2
RTN2	FPR2
RP5-886K2.3	CNR2
GNAQ	FYTTD1
FYTTD1	GNAQ
MAPK10	IRS1
CLRN3	PTPRE
PTPRE	CLRN3
HTR1F	CAV1
SHMT2	UBA5
UBA5	SHMT2
CCNE1	NBN
YWHAQ	GRHL1
GRHL1	YWHAQ
NOLC1	DENND2D
DENND2D	NOLC1
BRCA2	HSPB8
HSPB8	BRCA2
SRRM1	BUD13
BUD13	SRRM1
SYNCRIP	KIF21B
KIF21B	SYNCRIP
SBF2	WEE1
WEE1	SBF2
EGFR	SNRPD2
COBLL1	RSF1
RSF1	COBLL1
NFKBIA	SUMO1
PPP2R3A	EPHB1
EPHB1	PPP2R3A
ORC2	RAD18
RAD18	ORC2
SP3	VEGFA
ACTG1	DISC1
DISC1	ACTG1
VRK1	VRK3
VRK3	VRK1
CAMSAP1	SMAD1
STAU1	PPAN-P2RY11
PPAN-P2RY11	STAU1
DLG2	GRIN2A
FOSB	FBXO46
FBXO46	FOSB
AC005235.1	PLCL1
NINJ2	CCDC77
RB1	SMARCA4
SMARCA4	RB1
CDKN2B-AS1	FMN2
JAK1	STAT2
ITGB3	SYK
SYK	ITGB3
STAC	ANKLE2
ANKLE2	STAC
SLAMF1	NKIRAS1
NKIRAS1	SLAMF1
RSPH1	ABCG1
ABCG1	RSPH1
CTTNBP2NL	PKNOX2
PKNOX2	CTTNBP2NL
E2F1	MCPH1
MCPH1	E2F1
MEOX2	ESM1
ESM1	MEOX2
ABCA1	LIMK1
RPL15	C18orf32
C18orf32	RPL15
GALNT18	ZBED5
CHFR	ANKLE2
TIMELESS	MCM10
MCM10	TIMELESS
KHNYN	REC8
REC8	KHNYN
PLCB3	EZR
EZR	PLCB3
NUP93	CBX8
CBX8	NUP93
MARS	MAP3K1
MAP3K1	MARS
TGM5	DOCK7
DOCK7	TGM5
PPP2R5D	PXDC1
PXDC1	PPP2R5D
YWHAQ	KLC4
KLC4	YWHAQ
DICER1	GTPBP4
GTPBP4	DICER1
SLC25A4	HNRNPUL1
HNRNPUL1	SLC25A4
ITGB7	TENC1
RAB5C	NDUFA12
NDUFA12	RAB5C
YTHDC1	UGT2B15
UGT2B15	YTHDC1
CDH5	KCNJ11
KCNJ11	CDH5
SWSAP1	CTC-398G3.6
CTC-398G3.6	SWSAP1
PPP2CA	NHSL1
NHSL1	PPP2CA
FTH1	PLEKHA5
PLEKHA5	FTH1
MOV10	APOBEC3D
APOBEC3D	MOV10
SREBF2	UBQLN1
UBQLN1	SREBF2
HIP1	TFAP2A
SSNA1	LCA5
LCA5	SSNA1
CDKN2B-AS1	SSPO
SSPO	CDKN2B-AS1
MAPK10	CCT6B
CCT6B	MAPK10
AC074391.1	CEP68
RNF125	UBE2U
UBE2U	RNF125
AGTR1	ARRB2
PTH	LZTS1
LZTS1	PTH
FZD7	ALS2
ALS2	FZD7
TOP1	MAP3K4
MAP3K4	TOP1
STX11	KAT5
KAT5	STX11
MARK3	YWHAQ
YWHAQ	MARK3
HNF4A	MECR
POLD3	PPME1
PPME1	POLD3
ACACA	FASN
FASN	ACACA
PNMA2	FAM117B
FAM117B	PNMA2
STARD7	TMEM127
TMEM127	STARD7
PSMC6	GNPNAT1
IDH1	CPEB4
CPEB4	IDH1
RP11-142C4.6	FAM111A
RPL31	MRPS5
MRPS5	RPL31
FAM133B	CDK6
CDK6	FAM133B
SUN2	APOBEC3F
APOBEC3F	SUN2
EPHA4	INHA
INHA	EPHA4
BBS1	PCM1
PCM1	BBS1
RRBP1	DDX31
DDX31	RRBP1
TBCK	NPNT
PTGIR	PRKCA
GTF2E1	POLR2E
POLR2E	GTF2E1
CHMP4C	CHMP4B
GLRX3	ZBTB44
ZBTB44	GLRX3
HERPUD1	CETP
CETP	HERPUD1
TM9SF4	NSMCE2
NSMCE2	TM9SF4
MAD2L1	SLC9A1
SLC9A1	MAD2L1
AP2M1	STK11
STK11	AP2M1
GTF2I	REL
LIMK1	GTF2IRD1
GTF2IRD1	LIMK1
SUMO3	UBE2M
UBE2M	SUMO3
STRAP	RAPH1
RAPH1	STRAP
STXBP4	PCTP
PCTP	STXBP4
LMBR1	FRMD3
FRMD3	LMBR1
SMARCA4	MBD2
MBD2	SMARCA4
STX1A	C14orf1
C14orf1	STX1A
ADD1	PRKACB
PRKACB	ADD1
HOXB3	CDK5RAP3
CDK5RAP3	HOXB3
MTMR14	SRGAP3
SRGAP3	MTMR14
KPNB1	RELB
RELB	KPNB1
DUS1L	CCDC57
PEX14	PNPLA2
PNPLA2	PEX14
NR4A1	TMOD3
TMOD3	NR4A1
PKNOX2	SLC37A2
SLC37A2	PKNOX2
TSC1	ZNF765
ZNF765	TSC1
PPP5C	RBBP6
RBBP6	PPP5C
C12orf56	SRGAP1
SRGAP1	C12orf56
CSNK2A2	HSPH1
HSPH1	CSNK2A2
KRT18	KRT74
KRT74	KRT18
PLXNA2	PDCD6IP
PDCD6IP	PLXNA2
FOS	RFWD2
RFWD2	FOS
CMAS	PPP2R2A
PPP2R2A	CMAS
C3	ITGAM
ITGAM	C3
PRKCI	MRPL11
MRPL11	PRKCI
GAS7	LSM4
LSM4	GAS7
PHF21A	CRY2
CRY2	PHF21A
CTC-436P18.1	C5orf64
PAPSS1	TTC9C
TTC9C	PAPSS1
TEAD4	AC005841.1
AC005841.1	TEAD4
CDKN2B-AS1	SMAD7
CDKN2B-AS1	CDKN2B
ACCS	FBF1
FBF1	ACCS
RP3-510L9.1	SMIM13
BNIP3L	TMPRSS4
TMPRSS4	BNIP3L
WNT4	BORA
BORA	WNT4
NOTCH1	PIK3CA
CCND3	ATF5
ATF5	CCND3
MMP14	TIMP2
TGM2	MAP3K12
MAST1	PTEN
BCL7B	DYNC1LI1
DYNC1LI1	BCL7B
AC007392.3	MEIS1
CDKN2B-AS1	ADAMTS6
RAB5C	SUGP1
SUGP1	RAB5C
GBA	BMP2K
BMP2K	GBA
CAPN1	NAALADL1
NAALADL1	CAPN1
CRTC2	RAB13
MAFB	ZFP64
FOS	FOSL2
GSK3B	SYNPO2
SYNPO2	GSK3B
PCSK9	ACOT11
ACOT11	PCSK9
ZNF10	CARD10
CARD10	ZNF10
PRG2	CHD3
CTBP2	ZNF217
ZNF217	CTBP2
PPM1B	NR1I3
NR1I3	PPM1B
BARD1	NBN
DNMT3A	CBX1
CBX1	DNMT3A
RPL3	RPL36
RPL36	RPL3
CD84	VANGL2
VANGL2	CD84
PAK2	RPL32
RPL32	PAK2
MRAS	RAPGEF5
BYSL	ZFP64
ZFP64	BYSL
RPL4	RPL15
RPL15	RPL4
TCTN3	RACGAP1
RACGAP1	TCTN3
CNTRL	C5
ACADS	ACSL3
ACSL3	ACADS
WWP2	RUSC1
RUSC1	WWP2
ATXN1L	CHD6
MEF2D	IQGAP3
IQGAP3	MEF2D
NCAPH	MED10
MED10	NCAPH
PIK3CG	GSN
SMAD3	AES
COL4A3	SLC19A3
SLC19A3	COL4A3
TMEM39A	TMPRSS3
TMPRSS3	TMEM39A
BOLL	UBA5
UBA5	BOLL
TTLL4	CYP27A1
POLE2	MAPRE1
MAPRE1	POLE2
AFF1	MLLT1
GRB2	BCAR1
DDX20	MRPS22
MRPS22	DDX20
VPS29	CCDC93
CCDC93	VPS29
GAB1	PTPRB
PTPRB	GAB1
AKT2	ABI3
ABI3	AKT2
UBXN4	ZRANB3
ABR	RTN4RL1
RTN4RL1	ABR
CRLF3	SUZ12P
PHIP	STMN4
STMN4	PHIP
MKLN1	MRPL4
MRPL4	MKLN1
UBE4B	CASP7
CDKL1	L2HGDH
GRB2	CGNL1
CGNL1	GRB2
PDK1	SLC18A1
SLC18A1	PDK1
YAP1	ARRDC1
ARRDC1	YAP1
Y_RNA	PLIN2
NCOA1	GTF2B
SMAD1	ZNF512B
ZNF512B	SMAD1
CAV3	SLC8A1
PPP2R1B	LAYN
POLR2A	MPDU1
MPDU1	POLR2A
MCRS1	MBIP
MBIP	MCRS1
INSR	FAM19A4
FAM19A4	INSR
ANXA13	TUBGCP3
TUBGCP3	ANXA13
RUNX2	CBFB
ASXL2	MBD6
MBD6	ASXL2
VPS4A	CHMP4B
RP11-685M7.3	CTR9
HELZ	CACNG1
INSR	IRS1
RPS6KA2	BAD
ABCB1	PRKCB
PRKCB	ABCB1
VPS53	CCDC132
CCDC132	VPS53
PLXNA2	UBAP2L
CALB2	TUBA4A
LINC00469	SDK2
CNKSR1	PHLDB3
PHLDB3	CNKSR1
GCNT2	VPS53
VPS53	GCNT2
DICER1	RPL13A
RPL13A	DICER1
GPN3	POLR3H
POLR3H	GPN3
NRD1	FBXW11
FBXW11	NRD1
AHCYL2	SYT6
SYT6	AHCYL2
MRPS31	ITGB3BP
ITGB3BP	MRPS31
SKIV2L2	SF3B14
SF3B14	SKIV2L2
EIF2B5	NUP43
NUP43	EIF2B5
CCT3	METAP2
METAP2	CCT3
BMPR2	MRAP2
MRAP2	BMPR2
POLH	ACTBL2
ACTBL2	POLH
TMBIM6	ASIC1
ASIC1	TMBIM6
HSPA13	NRIP1
NRIP1	HSPA13
SLC25A19	MYO15B
MYH10	ACTG1
IKZF3	PRPF18
PRR14	ZNF689
ZNF689	PRR14
FUK	VAC14
VAC14	FUK
SRC	SHC3
SHC3	SRC
SQLE	TMCO3
TMCO3	SQLE
CHMP1B	CHMP4C
CHMP4C	CHMP1B
MGAT4C	CHSY3
CHSY3	MGAT4C
RP3-522D1.1	FAM19A3
HSPA8	AGPAT3
AGPAT3	HSPA8
PLTP	FUT10
FUT10	PLTP
REL	SP1
SP1	REL
DHX38	SKIV2L2
SKIV2L2	DHX38
BACE1	RANBP9
AC010733.4	PAPOLG
PKN1	KRT37
KRT37	PKN1
AP000662.4	CTNND1
DOCK10	NYAP2
MBIP	MOAP1
MOAP1	MBIP
BROX	HHIPL2
HHIPL2	BROX
FKBP6	C2orf44
C2orf44	FKBP6
JAK2	SHC1
KTN1	PLEKHA5
PLEKHA5	KTN1
APOD	MFF
MFF	APOD
RPL32	U2AF2
U2AF2	RPL32
GRAP2	ANAPC16
ANAPC16	GRAP2
OIP5-AS1	INO80
FOSL2	MRPL33
MRPL33	FOSL2
PIP4K2A	STRADB
STRADB	PIP4K2A
WASF2	TIMM50
TIMM50	WASF2
SARS	UBA5
UBA5	SARS
RPL31	MRPS22
MRPS22	RPL31
RPS3A	RPS11
RPS11	RPS3A
GRIA4	PDGFD
PDGFD	GRIA4
MINOS1-NBL1	MRPS14
MRPS14	MINOS1-NBL1
ADRBK1	SMAD2
SMAD2	ADRBK1
SRRM1	VPS18
VPS18	SRRM1
MMP9	PLG
ACTR2	IQGAP2
CIRBP	SRRM1
SRRM1	CIRBP
CELSR2	PSG8
PSG8	CELSR2
C10orf54	SMAD3
SMAD3	PPP2R1A
PPP2R1A	SMAD3
HMGCR	ARHGEF28
ARHGEF28	HMGCR
FOS	GTF2F2
ALDOA	FBP1
MRPL51	MRPS33
MRPS33	MRPL51
ZNF490	HOOK2
HOOK2	ZNF490
NFATC2	RIPK2
RIPK2	NFATC2
CCDC132	DTNBP1
DTNBP1	CCDC132
TSSC1	LRIF1
LRIF1	TSSC1
TRIM29	CCDC57
CCDC57	TRIM29
OPA3	PPM1N
PTPRZ1	TNR
TNR	PTPRZ1
RPL13A	WDR18
WDR18	RPL13A
FOS	ZFYVE9
ZFYVE9	FOS
CDKN2B-AS1	HDAC9
RP11-17A4.2	IMPAD1
FGL1	FBXO38
FBXO38	FGL1
CITF22-92A6.1	PPARA
RPS3A	RPS16
RPS16	RPS3A
ALDH9A1	LDHB
LDHB	ALDH9A1
ARRB2	HSPA8
HSPA8	ARRB2
PTK2	FBP1
WNT3A	DLG2
ZNF407	ZADH2
ZADH2	ZNF407
RAB21	MYRFL
MYRFL	RAB21
MAPK6	MYBL2
PLK2	PCGF5
PCGF5	PLK2
CASP7	CASP10
CASP10	CASP7
PIBF1	FAM161A
FAM161A	PIBF1
GTF3C2	ZNF764
ZNF764	GTF3C2
CAMK1G	PLXNA2
PLXNA2	CAMK1G
GRAP2	ZBTB7B
ERBB4	YAP1
MEOX2	SLC25A17
SLC25A17	MEOX2
CENPF	DYNC2LI1
DYNC2LI1	CENPF
BICD1	GRB2
GRB2	BICD1
MAP3K1	CCT3
CCT3	MAP3K1
PLTP	WFDC3
NCBP2	PHAX
PHAX	NCBP2
MYO1C	PTP4A3
PTP4A3	MYO1C
GRB2	RBM33
RBM33	GRB2
PSMD2	PSMD14
PSMD14	PSMD2
ESPL1	MMS19
MMS19	ESPL1
GNA12	ARHGEF1
MOV10	SNRPB2
SNRPB2	MOV10
METAP2	TNFRSF19
TNFRSF19	METAP2
ZNF581	ZNF865
ZNF865	ZNF581
PTK2	RBBP6
RBBP6	PTK2
NEDD8	BTRC
BTRC	NEDD8
EIF4G2	PAK1
PAK1	EIF4G2
SRSF4	CTNNBL1
CTNNBL1	SRSF4
SIPA1L3	CDK5RAP2
CDK5RAP2	SIPA1L3
ATM	AURKB
AURKB	ATM
CDKN2B-AS1	OVOL2
DYNLL1	CDK5RAP2
CDK5RAP2	DYNLL1
TRAF4	CEP85
CEP85	TRAF4
ADNP2	PQLC1
ITK	HAVCR2
HAVCR2	ITK
BAZ1B	ABHD11
ABHD11	BAZ1B
MYC	NCBP2
EPS8L1	PTPRH
PTPRH	EPS8L1
SNTB2	MAST1
LRRC4C	LRRC4B
LRRC4B	LRRC4C
AP1G2	ATG2B
ATG2B	AP1G2
CSNK2A2	C11orf30
C11orf30	CSNK2A2
STX8	WDR91
SAMD4A	ANKRA2
ANKRA2	SAMD4A
DDX46	CD2BP2
CD2BP2	DDX46
TUBA4A	CCNJL
CCNJL	TUBA4A
RAF1	MYC
PRKACB	GSK3B
MERTK	IL1B
IL1B	MERTK
DCP2	REEP5
CHCHD3	LRGUK
BLVRA	PCYOX1
PCYOX1	BLVRA
MAP2K5	FIZ1
GABRB2	ARHGEF25
ARHGEF25	GABRB2
FOS	PPM1B
PPM1B	FOS
CLK2	ZNF768
ZNF768	CLK2
ZC3HAV1	LDHD
LDHD	ZC3HAV1
DDX18	MYBBP1A
MYBBP1A	DDX18
ITGB4	GGA3
GGA3	ITGB4
RAN	VRK3
VRK3	RAN
TUBA3C	TANK
TANK	TUBA3C
GIT1	PMF1
HBE1	MACROD1
MACROD1	HBE1
FBXO30	QSOX2
QSOX2	FBXO30
CYP20A1	NBEAL1
SRP9	ENAH
DICER1	USP49
USP49	DICER1
GRB2	RPL18
CTD-2235C13.2	HMGCR
PHB	SMARCA4
HSPA8	EIF3B
EIF3B	HSPA8
DAB1	APLP2
CDC5L	DYNC1H1
DYNC1H1	CDC5L
PRDM2	LRRC38
LRRC38	PRDM2
IRF8	IRF1
IRF1	IRF8
CARD10	ZNF581
ZNF581	CARD10
DNM2	PRKCI
PRKCI	DNM2
GRIA2	SDCBP
SH3GL2	TCEA2
DSG1	JUP
JUP	DSG1
EEF2	MYBBP1A
MYBBP1A	EEF2
TLE1	ZFP64
ZFP64	TLE1
UBQLN1	PCDH18
PCDH18	UBQLN1
PPP1R9A	ASB4
RANBP9	SMAD2
UBASH3A	ABCG1
ABCG1	UBASH3A
TRIM29	IL31RA
IL31RA	TRIM29
ATF7IP2	MBD1
MAPT	IGF2BP2
IGF2BP2	MAPT
EHMT1	PNPLA7
CDH5	ATF6
ATF6	CDH5
TTLL4	PNKD
PNKD	TTLL4
HRAS	BRAP
FBP1	CSNK1E
RBX1	ZAK
ZAK	RBX1
ZNF675	ZNF254
UPF2	EIF4A1
P4HA2	TSPYL4
TSPYL4	P4HA2
IGF2BP1	PHF5A
PHF5A	IGF2BP1
PPHLN1	NEDD1
NEDD1	PPHLN1
GLRX3	IRX6
IRX6	GLRX3
PWWP2A	C1QTNF2
C1QTNF2	PWWP2A
PRR5	PRR5-ARHGAP8
PRR5-ARHGAP8	PRR5
TRIM37	FAM50B
FAM50B	TRIM37
CCL13	SF3B1
SF3B1	CCL13
DCUN1D1	VPS37B
VPS37B	DCUN1D1
SHD	CREB3L3
CREB3L3	SHD
PRKCE	SNCA
RECQL	RPS3A
RPS3A	RECQL
RPL3	TOP1
TOP1	RPL3
AC021188.4	SEMA4C
TCHP	C12orf76
MRPL3	MRPL11
MRPL11	MRPL3
PPARG	RB1
BUB3	IKZF5
IKZF5	BUB3
CSNK1E	HSPA8
HSPA8	CSNK1E
APP	TOMM40
TOMM40	APP
CEBPB	GSK3B
NR1D2	UBE2E2
UBE2E2	NR1D2
DDB1	WDR26
WDR26	DDB1
GAS7	ATXN1L
AC002429.5	PON3
RUNX2	BMP7
ACTG1	EPS8L3
EPS8L3	ACTG1
N4BP2L2	STARD13
STARD13	N4BP2L2
ADRM1	PIPSL
PIPSL	ADRM1
ALDOC	PFKP
PFKP	ALDOC
hsa-mir-150	NOSIP
ANXA13	SRPR
SRPR	ANXA13
DBR1	MRAS
MRAS	DBR1
TUBGCP3	SIGLEC12
SIGLEC12	TUBGCP3
PDCD6IP	CHMP4A
CHMP4A	PDCD6IP
FLNB	SMURF2
MTMR4	TEX14
WRN	XRCC5
MC3R	MRAP
MRAP	MC3R
PPARG	RXRG
RXRG	PPARG
PIP4K2B	LZTS2
LZTS2	PIP4K2B
SERTAD2	ZNF524
ZNF524	SERTAD2
FAM162B	ROS1
ROS1	FAM162B
FARS2	BANP
BANP	FARS2
RRBP1	C12orf43
C12orf43	RRBP1
PLA2G4A	MAPK6
MAPK6	PLA2G4A
SNX16	VPS26B
VPS26B	SNX16
BMP4	BMPER
CAV1	SMAD2
SMAD2	CAV1
IL1R2	IL18RAP
DSC3	JUP
TLR2	RNF175
IFI27L2	PRIMA1
PRIMA1	IFI27L2
EPHA4	EFNA3
PFDN4	DCAF5
DCAF5	PFDN4
NDUFA3	TGS1
TGS1	NDUFA3
APP	MAPK10
MAPK10	APP
NID2	SUSD4
SUSD4	NID2
CBX8	HOMEZ
HOMEZ	CBX8
MAP4K4	MAP3K1
SCAND1	ZSCAN22
ZSCAN22	SCAND1
IGF2R	RAB5C
RAB5C	IGF2R
TMEM55A	SLC39A5
SLC39A5	TMEM55A
ANXA2	IKBKE
IKBKE	ANXA2
RNF43	MPO
MCC	REEP5
NEFM	VIM
VIM	NEFM
EPHB2	MLLT4
ST3GAL4	GCNT3
GCNT3	ST3GAL4
CTC-525D6.1	POP4
UBQLN1	C1QTNF2
C1QTNF2	UBQLN1
PNKD	ARPC2
NUPL1	COG6
COG6	NUPL1
TCF3	SEC31A
ABCA1	NIPSNAP3B
CASP10	POLR2A
ERCC2	GTF2E1
GTF2E1	ERCC2
FAF1	TTC39A
TTC39A	FAF1
MYO15B	SSBP4
SSBP4	MYO15B
BACH2	CWF19L2
CWF19L2	BACH2
KRT37	KRT74
KRT74	KRT37
UBE2G2	RNF111
RNF111	UBE2G2
PTPRK	GADD45G
COCH	PTCH1
PTCH1	COCH
GTF2I	NAA38
SEZ6L2	FAM19A4
FAM19A4	SEZ6L2
FAM222A	MYO1H
MYO1H	FAM222A
SORD	B2M
B2M	SORD
HSPA14	OLAH
OLAH	HSPA14
RRBP1	TARBP2
TARBP2	RRBP1
ABCA1	XPC
XPC	ABCA1
AES	RIPPLY2
RIPPLY2	AES
ANXA2	DHRS2
DHRS2	ANXA2
NEK1	VPS26B
VPS26B	NEK1
PABPC3	RPS6
RPS6	PABPC3
CCDC148	PKP4
WDFY3	NKX6-1
TUBA3C	PKP4
PKP4	TUBA3C
EFNA3	MEOX2
MEOX2	EFNA3
RECQL5	SGOL2
SGOL2	RECQL5
IKBKE	C11orf58
C11orf58	IKBKE
RAVER1	ACTN2
NDUFB7	UQCRFS1
UQCRFS1	NDUFB7
EPHB3	CRK
C8orf4	SFRP1
SFRP1	C8orf4
FN1	SREBF2
SREBF2	FN1
CTC-432M15.3	ACSL6
ACSL6	CTC-432M15.3
SDCBP	DTNBP1
DTNBP1	SDCBP
C10orf76	VPS54
VPS54	C10orf76
CSNK1D	B3GNTL1
B3GNTL1	CSNK1D
CDKN2B-AS1	ADAM2
MFN1	PIK3CA
PIK3CA	MFN1
VIM	BRD1
NME2	CACYBP
CACYBP	NME2
MYOF	GOLT1B
GOLT1B	MYOF
MAP2K1	TRIB1
TRIB1	MAP2K1
MAP6	RARG
HOXB9	AHCYL2
AHCYL2	HOXB9
CCT3	NSMAF
NSMAF	CCT3
XRCC2	KMT2C
KMT2C	XRCC2
STK10	EZR
EZR	STK10
AC024084.1	CHRM2
CDKN2B-AS1	PDGFA
UGT2B7	UGT2B17
UGT2B17	UGT2B7
NOTCH1	REL
REL	NOTCH1
SLC25A4	SSR1
SSR1	SLC25A4
CALM3	MYO1C
MYO1C	CALM3
CLK1	BZW1
BZW1	CLK1
CLU	TXNDC11
TXNDC11	CLU
GBA	RP11-29H23.5
RP11-29H23.5	GBA
HSP90AA1	CDK15
CDK15	HSP90AA1
SNRPF	SKIV2L2
SKIV2L2	SNRPF
HSPA8	MAP3K7
MAP3K7	HSPA8
MKNK1	EIF4G3
EIF4G3	MKNK1
PFDN2	KLHDC2
KLHDC2	PFDN2
HSP90AA1	TBK1
CLK1	GOLM1
FOXF2	ANTXR1
ANTXR1	FOXF2
LGALS3BP	DERA
DERA	LGALS3BP
RABGAP1	DISC1
DISC1	RABGAP1
EZH2	SSR1
SSR1	EZH2
PHKG2	PRKAB2
PRKAB2	PHKG2
LINC00173	FBXW7
CSNK1A1	NFAT5
NFAT5	CSNK1A1
TSEN54	LLGL2
E2F1	MYBL2
DPEP1	MTOR
MTOR	DPEP1
TRPC4	TRPC6
TRPC6	TRPC4
YY1	INO80
CELSR2	SORT1
MYC	HCK
ATM	RAD50
RAD50	ATM
CCND3	DMTF1
C12orf76	GLTP
IST1	TOX3
TOX3	IST1
ERBB4	ITCH
ITCH	ERBB4
EPB41	TPT1
TPT1	EPB41
ARRB1	ARRB2
MRPL33	MRPS33
MRPS33	MRPL33
NACC2	KCNT1
KCNT1	NACC2
MERTK	PSD4
PSD4	MERTK
EIF3G	EIF3L
EIF3L	EIF3G
CPNE2	EBF3
EBF3	CPNE2
SYTL3	EZR
INSR	GAB1
CLU	CHMP2A
CHMP2A	CLU
NDUFB4	HGD
HGD	NDUFB4
FUT2	IZUMO1
ZBTB20	LSAMP
LSAMP	ZBTB20
AC021188.4	RP11-363D14.1
RP11-363D14.1	AC021188.4
LGALS3BP	MVP
MVP	LGALS3BP
PRKAB2	DCLRE1C
DCLRE1C	PRKAB2
HSF2	ANKLE2
ANKLE2	HSF2
SAMD13	RPF1
RPF1	SAMD13
ESR1	SMAD4
AUTS2	PCGF5
PCGF5	AUTS2
STRBP	APOBEC3D
APOBEC3D	STRBP
RAB3GAP1	LCT
LCT	RAB3GAP1
SF3B3	LSM3
LSM3	SF3B3
SLC7A9	IPO4
IPO4	SLC7A9
PHF21A	PHF21B
PHF21B	PHF21A
ANAPC1	MED19
MED19	ANAPC1
GZMB	CASP7
ZMYM2	ZNF217
ZNF217	ZMYM2
KRT86	KRT25
KRT25	KRT86
LASP1	ERBB2
