AC021016.8	USP37
ACTR5	FAF2
ERBB2	BCAR3
BCAR3	ERBB2
SLMAP	CATSPER4
CATSPER4	SLMAP
RCAN1	MAPK3
PTPRC	TNK2
TNK2	PTPRC
RP11-661P17.1	SV2B
ERBB2	SYK
SYK	ERBB2
BARD1	UBE2L3
UBE2L3	BARD1
HAO2	PM20D2
PM20D2	HAO2
RP11-152K4.2	CDH6
GOLGA2	EFHC1
EFHC1	GOLGA2
SREBF2	HDAC3
HDAC3	SREBF2
RPS13	RBM28
RBM28	RPS13
ACYP2	BPGM
BPGM	ACYP2
STAT1	ELL
ZMYM2	ZNF512B
ZNF512B	ZMYM2
DNAJC11	THAP3
THAP3	DNAJC11
RP11-532N4.2	NKAIN2
TRAF1	ZNF697
ZNF697	TRAF1
GLB1	PLAUR
PLAUR	GLB1
ZZEF1	CCDC130
CCDC130	ZZEF1
ZC3HAV1	TRIM24
TRIM24	ZC3HAV1
FOSL1	DRAP1
NEUROD1	DPF3
DPF3	NEUROD1
MAPK14	IRS1
IRS1	MAPK14
CDH1	HSPD1
RANBP6	STEAP3
STEAP3	RANBP6
CECR1	CECR2
UBE2D2	ARIH2
ARIH2	UBE2D2
ACVR1B	RP11-1100L3.4
RP11-1100L3.4	ACVR1B
USP7	ARL6IP4
ARL6IP4	USP7
SUGP1	ARMC6
ARMC6	SUGP1
HDAC2	NCOR2
NCOR2	HDAC2
GRB2	DLGAP1
DLGAP1	GRB2
PRDM1	SRC
MAPK3	RAB5A
RAB5A	MAPK3
GSDMA	THRA
THRA	GSDMA
RTEL1-TNFRSF6B	SAMD10
SAMD10	RTEL1-TNFRSF6B
AFAP1-AS1	CDKN1A
CTTN	PTPN1
PTPN1	CTTN
RP11-182I10.3	JAK1
PAK2	PCMT1
PCMT1	PAK2
RP11-118B18.1	ABCA9
NR2F1	NCOA1
NCOA1	NR2F1
MSL1	MED24
MED24	MSL1
SOCS1	PIK3R2
FBXW7	MEP1A
MEP1A	FBXW7
GLB1	TRAPPC6B
TRAPPC6B	GLB1
ERLIN1	CHUK
ANKRD28	ANKRD44
ANKRD44	ANKRD28
CDH1	MYO7A
MYO7A	CDH1
MAP3K14	DNAJA1
EFEMP1	LTBP1
LTBP1	EFEMP1
MCC	NFKB1
NFKB1	MCC
EGFR	CRKL
PTK2B	PITPNM3
PITPNM3	PTK2B
RP6-91H8.3	RGS6
CRYL1	BRIP1
BRIP1	CRYL1
SMAD3	IP6K3
GRB2	ITK
TATDN3	VASH2
VASH2	TATDN3
LTK	NDUFAF1
CDKN2B-AS1	RCAN1
CALCOCO1	CEP19
CEP19	CALCOCO1
AC009495.4	TTC21B
TRABD	ZBED4
ZBED4	TRABD
C15orf38-AP3S2	SEMA4B
SEMA4B	C15orf38-AP3S2
CSK	FBXO4
FBXO4	CSK
GALK2	SHC4
SHC4	GALK2
NAP1L4	MAP2K5
RP11-276H19.1	C9orf170
MEOX1	MLX
MLX	MEOX1
CRK	SNX7
SNX7	CRK
PPP1CC	PEAK1
PEAK1	PPP1CC
HSPB1	YTHDF2
YTHDF2	HSPB1
PUSL1	TNFRSF4
TNFRSF4	PUSL1
SUGP1	SLC25A42
SLC25A42	SUGP1
EGFR	KCND3
KCND3	EGFR
ECE1	NBPF3
LMNA	PRKCE
PRKCE	LMNA
ENO1	MAP3K7
MAP3K7	ENO1
HSPA4	SEC61B
SEC61B	HSPA4
APC	NCKAP5
NCKAP5	APC
PPM1G	SLX4
SLX4	PPM1G
HOOK2	ZGPAT
ZGPAT	HOOK2
PTPN23	CHUK
TUFT1	RABGAP1
RABGAP1	TUFT1
MTMR10	TRPM1
TRPM1	MTMR10
NR3C1	NRIP1
PPM1G	THOC6
THOC6	PPM1G
LMNA	PRKCD
PRKCD	LMNA
GNG2	PIK3CG
METAP2	GPBP1L1
GPBP1L1	METAP2
GDF15	RBM38
RBM38	GDF15
ITGB3BP	ACAP3
ACAP3	ITGB3BP
UBE2H	DZIP3
DZIP3	UBE2H
CAPZA2	STAMBPL1
STAMBPL1	CAPZA2
ATXN3	SLC3A2
SLC3A2	ATXN3
MEOX1	UNC45A
UNC45A	MEOX1
TRAF4	SUMO1P1
SUMO1P1	TRAF4
LAMA3	CD44
AFAP1-AS1	PLA2G4D
GOLGA2	CEP95
CEP95	GOLGA2
ZC3H7B	MKL1
MKL1	ZC3H7B
MGAM	JMJD7-PLA2G4B
JMJD7-PLA2G4B	MGAM
GSK3B	NIN
H3F3B	POLK
POLK	H3F3B
ZNF397	ZSCAN30
OSBP2	INPP5J
INPP5J	OSBP2
NEFM	STXBP1
SORBS3	NRBP1
NRBP1	SORBS3
GRB2	INPP5D
INPP5D	GRB2
CCDC63	CUX2
CUX2	CCDC63
RP11-95P2.1	ADCY9
NACC1	CACNA1A
CACNA1A	NACC1
PLK1	RAI14
RAI14	PLK1
TPM3	CCDC101
CCDC101	TPM3
CLNS1A	PSMD3
PSMD3	CLNS1A
C16orf72	USP7
USP7	C16orf72
RBM47	RHOH
RHOH	RBM47
PTTG1	EZR
EZR	PTTG1
AFAP1-AS1	MAGI3
C12orf65	ABCB9
DCC	CASP9
ICAM3	RAVER1
AC005062.2	TMEM196
AP1B1	SNX9
SNX9	AP1B1
ITGB1	SLC3A2
PPP3CC	KLRG2
KLRG2	PPP3CC
UBE2H	ZBTB17
ZBTB17	UBE2H
RP11-111M22.2	LRRC32
LRRC32	RP11-111M22.2
SOX6	PLEKHA7
PLEKHA7	SOX6
RPL37A	DDX47
DDX47	RPL37A
CLNS1A	MYO7A
MYO7A	CLNS1A
ACTL6A	INO80B
INO80B	ACTL6A
VWC2	ZPBP
ZPBP	VWC2
AC083843.1	ST3GAL1
RBKS	TKT
SLC34A1	HSP90AB1
CDC45	MCM7
TBC1D5	GABARAPL2
MPHOSPH6	ARHGAP18
ARHGAP18	MPHOSPH6
ESR1	ARNT
PIBF1	HMHA1
HMHA1	PIBF1
PTPN18	MAP1B
MAP1B	PTPN18
CDKN2C	INSL6
INSL6	CDKN2C
ADRA2C	YWHAZ
TPM1	ARPC2
ARPC2	TPM1
MCM7	TRAF6
TRAF6	MCM7
RP5-1028K7.2	IGFBP4
TSNAXIP1	ARMC7
ARMC7	TSNAXIP1
ALK	ITK
ITK	ALK
NFKBIA	RALGAPA1
VPRBP	COPS7A
COPS7A	VPRBP
PRKCA	ITPKA
STXBP1	ENG
ENG	STXBP1
CTTN	MYO1C
MYO1C	CTTN
FLOT2	TMED2
TMED2	FLOT2
DLX4	ILF2
NFIC	ZNF554
DYRK1A	SRSF4
SRSF4	DYRK1A
COPS2	CPSF1
CPSF1	COPS2
RP11-404F10.2	SLAMF1
TRDMT1	STAM
STAM	TRDMT1
PAK1	YWHAZ
YWHAZ	PAK1
NUP153	SMAD2
NDC80	SPC24
SPC24	NDC80
DNM1	CABIN1
CASC5	DSN1
DSN1	CASC5
RP11-269F19.2	ZSWIM5
SUMO2	RANGAP1
CADM1	ATF7IP
RSPO3	DPY19L3
DPY19L3	RSPO3
RARA	RARB
ARG1	MCL1
MCL1	ARG1
FXYD6	BCAR1
TUBG1	MARK4
MARK4	TUBG1
CENPM	PMF1
PMF1	CENPM
NPR2	PDE4B
PDE4B	NPR2
RAB4A	RUFY1
RUFY1	RAB4A
SLC25A19	KIAA0195
KIAA0195	SLC25A19
CALML3	CLINT1
CLINT1	CALML3
ATP2A1	IRS2
IRS2	ATP2A1
SLC39A12	TMPPE
TMPPE	SLC39A12
PSMC3IP	RXRA
YWHAZ	VIM
YWHAG	SUV420H1
SUV420H1	YWHAG
KIF5B	COPS2
COPS2	KIF5B
SORT1	LSM14A
LSM14A	SORT1
PPP3CA	RCAN2
RCAN2	PPP3CA
MIPOL1	SLC25A21
SLC25A21	MIPOL1
MCC	MOB4
MOB4	MCC
QRICH1	HYAL3
HYAL3	QRICH1
RAB4A	RAB5A
RAB5A	RAB4A
MAPRE1	MIB1
MIB1	MAPRE1
NES	SF3B1
SF3B1	NES
TNFRSF10A	CFLAR
CFLAR	TNFRSF10A
MED15	SNAP29
SNAP29	MED15
CBR3	USP3
USP3	CBR3
SLC5A3	SLX4
SLX4	SLC5A3
SDCBP	LITAF
LITAF	SDCBP
SMTN	LIMK2
LIMK2	SMTN
PPP2R5A	WNT3A
WNT3A	PPP2R5A
ANXA2	VIM
VIM	ANXA2
THRB	DNM3
IFI16	AIM2
PTPN21	MAGOHB
MAGOHB	PTPN21
SLC2A1	TMED2
TMED2	SLC2A1
AIRE	DDX17
DDX17	AIRE
RELB	SMARCC2
SMARCC2	RELB
ZNF507	SUN1
SUN1	ZNF507
SFXN3	TRIM16L
TRIM16L	SFXN3
HSPG2	CELA3B
CELA3B	HSPG2
SRRT	RSF1
RSF1	SRRT
SF3B1	DDX47
DDX47	SF3B1
PIK3CA	ANAPC7
ANAPC7	PIK3CA
ERBB3	BCAR3
BCAR3	ERBB3
GHR	SOCS1
YWHAB	TSC2
SNHG7	FAM69B
RPL23	SLC25A13
SLC25A13	RPL23
MAN1A1	RICTOR
RICTOR	MAN1A1
RP3-333H23.8	SUN2
PTK2	GIT1
RHOA	GBE1
GBE1	RHOA
MAP1B	ANP32A
ARIH2	CBR3
RAB5C	ERMP1
ERMP1	RAB5C
GNAI1	GNB4
AC098820.2	RPL37A
DYNC1I1	MGAM
MGAM	DYNC1I1
VDR	RXRA
CTD-2369P2.5	C3P1
C3P1	CTD-2369P2.5
IKZF3	EFHC1
EFHC1	IKZF3
INTS7	INTS10
INTS10	INTS7
RP11-286E11.1	PAPSS1
RPS10	RPL23
RPL23	RPS10
GTF2I	GTF2IRD1
GAPVD1	C1orf111
C1orf111	GAPVD1
NPPA	CAPRIN1
HOXA1	FRS3
FRS3	HOXA1
MCRS1	CDCA7L
CDCA7L	MCRS1
LYN	TEC
TEC	LYN
ADRBK2	MC4R
MC4R	ADRBK2
BMPR1A	HSPB1
HSPB1	BMPR1A
RELB	SMARCA2
SMARCA2	RELB
AC067945.4	STAT1
TSPAN17	FAM134C
FAM134C	TSPAN17
TRDMT1	EEF1A1
EEF1A1	TRDMT1
FANCC	EBLN2
EBLN2	FANCC
MAPKAPK3	DOCK3
FBN1	COPS2
COPS2	FBN1
GRB2	TRAT1
TRAT1	GRB2
MAP1B	GABRR2
ECT2	KIF23
KIF23	ECT2
IFNGR1	PTPN11
NBEAL1	BMPR2
BMPR2	NBEAL1
CSNK1E	TRA2A
TRA2A	CSNK1E
RP11-70F11.8	FAIM2
EIF4A2	MDFI
MDFI	EIF4A2
RP11-269F19.2	PRDX1
GOLGA2	KANK2
KANK2	GOLGA2
DDX5	CREBBP
DYNC1I1	TAOK1
RPL24	SRP14
SRP14	RPL24
ROBO2	NR4A1
CHEK2	ATAD5
ATAD5	CHEK2
CSK	FNDC3B
FNDC3B	CSK
PARP1	H3F3A
PHC2	PRPF3
PRPF3	PHC2
NOLC1	SUFU
SUFU	NOLC1
SDHC	ZNF598
ZNF598	SDHC
CFL1	SESTD1
SESTD1	CFL1
NDUFC1	UQCRC1
UQCRC1	NDUFC1
MAPKAP1	RBM17
RBM17	MAPKAP1
B3GNT2	CBL
CBL	B3GNT2
PTPN6	LAIR1
TXNRD2	NCOA6
NCOA6	TXNRD2
APC	SYNE1
SYNE1	APC
PPM1G	DNAJC8
DNAJC8	PPM1G
DAB2	ANLN
ANLN	DAB2
FHL3	C16orf11
C16orf11	FHL3
FBXL20	GSDMB
GSDMB	FBXL20
MRPL33	MRPS14
MRPS14	MRPL33
MAPK14	FOXO3
RP11-381K20.2	FAM13B
GNAI1	RGS4
PCDHA4	TLE1
PAPPA	PLG
PLG	PAPPA
MLYCD	PCDHA3
PCDHA3	MLYCD
PTK2	TSC2
TSC2	PTK2
STK3	QARS
POP4	PPP1R9B
PPP1R9B	POP4
CNN2	WDR18
RPS9	WDR18
WDR18	RPS9
C1orf109	MIPOL1
MIPOL1	C1orf109
PIBF1	KIAA1328
KIAA1328	PIBF1
YWHAB	SLITRK1
SLITRK1	YWHAB
ST7	CHRNA9
CHRNA9	ST7
GABARAPL2	FNBP1
FNBP1	GABARAPL2
FAS	NDUFAF1
NDUFAF1	FAS
MYC	SDF4
GRIN1	GRIN3B
GRIN3B	GRIN1
KRAS	PTMA
PTMA	KRAS
PIK3R2	SH3GL1
CREB5	KRTAP5-11
KRTAP5-11	CREB5
USHBP1	INTS4
INTS4	USHBP1
CSK	ACOXL
ACOXL	CSK
UBE2E2	STUB1
STUB1	UBE2E2
CNN2	STK11
STK11	CNN2
MOV10	NHP2L1
NHP2L1	MOV10
RABGAP1L	RFTN1
RFTN1	RABGAP1L
SELL	EZR
TRAF2	TSHZ2
TSHZ2	TRAF2
ALDH3A2	SLC47A1
SLC47A1	ALDH3A2
CHEK2	TTC28
MED13L	TESC
TESC	MED13L
LAMA5	SMAD2
GPRC5A	VPS4B
VPS4B	GPRC5A
HMOX1	SLC39A8
SLC39A8	HMOX1
WSCD2	CMKLR1
CMKLR1	WSCD2
PLXNB2	RND1
RND1	PLXNB2
BLM	DMC1
DMC1	BLM
TFAP2B	SSBP4
ZNF212	ZNF746
ZNF746	ZNF212
TAF4	TAF8
TAF8	TAF4
HSP90AB1	MRPS18A
MRPS18A	HSP90AB1
PIP4K2A	SPEN
SPEN	PIP4K2A
YWHAQ	SSH1
SSH1	YWHAQ
FBXW11	NUAK2
NUAK2	FBXW11
FICD	WSCD2
WSCD2	FICD
GABRA1	GABRB3
GABRB3	GABRA1
SLAMF1	CNTNAP3
CNTNAP3	SLAMF1
DYNC1LI1	TRIM71
TRIM71	DYNC1LI1
SLC10A7	TTC29
TTC29	SLC10A7
FURIN	SERPINA5
SERPINA5	FURIN
NCSTN	INSL6
INSL6	NCSTN
COL4A2	LINC00346
LINC00346	COL4A2
RGS4	PLCB1
TRAF6	ACTR2
ACTR2	TRAF6
S1PR4	GNAI1
GTF2I	MKNK1
MKNK1	GTF2I
SATB2	QPRT
QPRT	SATB2
UPP1	PKD1L1
PKD1L1	UPP1
RP11-1348G14.5	SH2B1
RAD54L2	SLX4
SLX4	RAD54L2
VAMP4	CLINT1
CLINT1	VAMP4
GNAQ	PLCB1
NFIL3	DR1
IKBKE	CDC37
RP11-63L7.5	PNRC1
EEF1A1	PRPF3
PRPF3	EEF1A1
NCK2	ARAP1
ARAP1	NCK2
VPS13D	AADACL3
AADACL3	VPS13D
SYK	USP25
USP25	SYK
MAGI3	VANGL2
CSK	ELMO1
ELMO1	CSK
TCF4	SMOC1
TRAF1	CASP10
RP4-583P15.15	SRMS
SRMS	RP4-583P15.15
GNAI2	RPL11
RPL11	GNAI2
YWHAQ	KLC3
CAPZA2	FARP1
FARP1	CAPZA2
DLX4	RPS9
RPS9	DLX4
LLGL2	ABCA7
ABCA7	LLGL2
PIP4K2A	HDGFRP2
HDGFRP2	PIP4K2A
PROP1	MRI1
MRI1	PROP1
ZC3H7B	CHADL
NUFIP2	MEGF11
MEGF11	NUFIP2
CCDC117	TTC28
TTC28	CCDC117
HOXA1	TRIM8
TRIM8	HOXA1
SIAH1	KIAA1217
KIAA1217	SIAH1
UPK3B	MYO18A
MYO18A	UPK3B
ACTL6A	SMARCC2
SMARCC2	ACTL6A
QSOX2	KCNT1
KCNT1	QSOX2
CASP3	EIF4B
PRPF4B	SF3B4
SF3B4	PRPF4B
EXO1	OPN3
OPN3	EXO1
CRKL	DOCK5
DOCK5	CRKL
DARC	CCL2
CITED2	LHX2
HID1	PLA2G6
PLA2G6	HID1
RPL11	IGF2BP3
IGF2BP3	RPL11
PDCD6IP	FBXL2
FBXL2	PDCD6IP
TUBG1	FAM83D
FAM83D	TUBG1
EDEM2	MXD3
MXD3	EDEM2
KAT5	CREBBP
PVT1	EZH2
TP53INP2	DYNLRB1
DYNLRB1	TP53INP2
MUS81	RELA
RELA	MUS81
THRA	NCOA6
NCOA6	THRA
DPP7	XRN1
XRN1	DPP7
PLK1	MAD1L1
MAD1L1	PLK1
ABL1	NCKAP5
NCKAP5	ABL1
RTN4	METTL7B
METTL7B	RTN4
PFKP	BCAR3
BCAR3	PFKP
SDCBP	TDO2
TDO2	SDCBP
PDGFB	KRI1
KRI1	PDGFB
STK16	IKZF3
IKZF3	STK16
RPL38	IGF2BP1
IGF2BP1	RPL38
POLL	BTRC
BTRC	POLL
APEH	DAG1
DAG1	APEH
ANKRD13B	EFCAB5
EPB41	SMAD3
STRN	CTTNBP2
CTTNBP2	STRN
PLSCR1	SMARCC1
SMARCC1	PLSCR1
SCAMP2	MPI
RP11-473M20.14	MMP25
PABPC3	RPS13
RPS13	PABPC3
FYB	LCP2
ELK4	RBBP5
RBBP5	ELK4
RPL6	GNL3
GNL3	RPL6
GNAI2	HYAL3
CD44	PRKCB
PRKCB	CD44
PGPEP1	SSBP4
SSBP4	PGPEP1
YWHAG	FARP2
FARP2	YWHAG
YWHAE	CGN
CGN	YWHAE
SMAD2	C22orf46
C22orf46	SMAD2
TMEM259	ABCA7
ABCA7	TMEM259
KLHL21	FAM134C
FAM134C	KLHL21
GSTM1	AHCYL1
AHCYL1	GSTM1
NRP1	PARD3
PARD3	NRP1
HSP90AB1	MPP3
MPP3	HSP90AB1
EZR	NF2
ICAM1	NFATC2
NFATC2	ICAM1
ERBB3	SOS1
ATN1	PPP1R32
PPP1R32	ATN1
PLK1	KAT7
KAT7	PLK1
VIM	SRRT
SRRT	VIM
RELA	LRPPRC
LRPPRC	RELA
MRPL33	BRE
BRE	MRPL33
CBX5	HIST2H3C
HIST2H3C	CBX5
PRKACA	PDE4B
RP11-521D12.1	YWHAQ
ZBTB34	GARNL3
GARNL3	ZBTB34
ENTPD4	NT5C2
PPAN	PPAN-P2RY11
PPAN-P2RY11	PPAN
KRT15	MORN3
MORN3	KRT15
DLX6-AS1	CDC23
BMPR1A	DHCR7
DHCR7	BMPR1A
TRAF2	USP7
TRAF6	SMURF1
SMURF1	TRAF6
DNMT3A	DNMT3B
MAPK13	CACYBP
CACYBP	MAPK13
PRKCQ	C2CD2L
C2CD2L	PRKCQ
CTD-3222D19.2	EPS15L1
EPS15L1	CTD-3222D19.2
SMARCC2	NUP153
LRRC56	METAP1D
METAP1D	LRRC56
BZW2	MUL1
MUL1	BZW2
MAST3	PTEN
VSTM4	ARHGAP22
ARHGAP22	VSTM4
TES	MET
MET	TES
AQP1	RGS17
RGS17	AQP1
ECE1	SUSD4
SUSD4	ECE1
PHF19	MEGF9
L1TD1	UACA
UACA	L1TD1
KLF2	AP1M1
AP1M1	KLF2
MIS12	DSN1
DSN1	MIS12
KIFAP3	MINK1
MINK1	KIFAP3
KIF5B	CCDC101
CCDC101	KIF5B
ELK4	MDM4
COPA	ILF2
ILF2	COPA
POLR3B	RP11-144F15.1
RP11-144F15.1	POLR3B
CTTN	ARPC2
ARPC2	CTTN
BRPF3	MAPK14
MAPK14	BRPF3
NDC80	RB1
METAP2	WDR7
WDR7	METAP2
GTF2I	ZBTB17
RPL38	RPS13
RPS13	RPL38
CANX	CFTR
CDKN2B-AS1	PRTFDC1
RCC1	H3F3B
H3F3B	RCC1
TPM1	WDR1
WDR1	TPM1
MYC	ARF1
RELA	RUVBL1
GLRB	GPHN
GPHN	GLRB
TAX1BP1	SPRED2
SPRED2	TAX1BP1
TRDMT1	SETD7
SETD7	TRDMT1
STK17B	CHSY3
CHSY3	STK17B
EP300	BCL3
FHL3	HYAL2
HYAL2	FHL3
RP11-47L3.1	SLFN13
HSP90AB1	TAB2
TAB2	HSP90AB1
CCDC64B	KLC3
KLC3	CCDC64B
PRKCD	TAGLN
JAK2	RCL1
RCL1	JAK2
CHD2	SLCO3A1
SLCO3A1	CHD2
CDH13	PLCG2
PLCG2	CDH13
HRAS	PCDHGC3
PCDHGC3	HRAS
AGTR1	HRAS
GMEB1	CREBBP
BNIP2	BNIP3
BNIP3	BNIP2
AC007246.3	THUMPD2
IL1RL1	IL33
IL33	IL1RL1
GRB2	IMPDH2
IMPDH2	GRB2
KPNA3	DLEU1
DLEU1	KPNA3
CDK8	RNF6
RNF6	CDK8
CD44	CSK
GRB2	DNAJB11
DNAJB11	GRB2
DZIP3	UBE2R2
UBE2R2	DZIP3
UCK2	NEK6
NEK6	UCK2
UFL1	KLHL7
KLHL7	UFL1
NEFL	CDK5RAP2
ETV4	SMAD4
SMAD4	ETV4
KMT2E	SRPK2
SRPK2	KMT2E
CAPZA1	MYH9
MYH9	CAPZA1
WASF3	CYFIP1
CYFIP1	WASF3
ITK	SMAD4
ABI2	BIN3
BIN3	ABI2
TPGS2	ACTBL2
ACTBL2	TPGS2
CDKN1A	CCND3
ZMYM2	RCOR3
RCOR3	ZMYM2
YWHAB	PRPF6
PRPF6	YWHAB
USP15	FERMT3
FERMT3	USP15
NUMA1	AURKA
AURKA	NUMA1
COG6	TSHZ3
TSHZ3	COG6
PAWR	WT1
WT1	PAWR
MED24	MED13
MED13	MED24
UBR5	P4HA3
P4HA3	UBR5
RP11-297A16.2	CCNY
EEF1A1	ILF2
ILF2	EEF1A1
PJA2	UBE2D2
NR3C1	DCAF6
RELA	FBXW11
PIK3R2	MANSC1
MANSC1	PIK3R2
RPS6KC1	NSL1
NSL1	RPS6KC1
KCTD15	KIAA0355
KIAA0355	KCTD15
ETFA	NRG4
NRG4	ETFA
SIDT2	PCSK7
PCSK7	SIDT2
IQGAP1	SSH2
SSH2	IQGAP1
PAOX	PWWP2B
PWWP2B	PAOX
HSPA4	MARK4
MARK4	HSPA4
MED24	MED15
MED15	MED24
CA2	CA1
CA1	CA2
ESR1	AHR
PMPCB	SOST
SOST	PMPCB
BLMH	TRIM47
TRIM47	BLMH
RAPGEF2	FAM13A
FAM13A	RAPGEF2
HSF2	TBC1D32
TBC1D32	HSF2
KRAS	MAPKAP1
MAPKAP1	KRAS
SORBS3	C6orf165
C6orf165	SORBS3
RELA	TAF4B
ATXN1	AHDC1
AHDC1	ATXN1
AMY1C	SOD2
SOD2	AMY1C
F11R	MLLT4
PPP3CA	BANK1
KIAA0907	RAB25
RAB25	KIAA0907
CIR1	OLA1
OLA1	CIR1
GABRR1	MAP1B
MAP1B	GABRR1
CSGALNACT2	LRRC57
LRRC57	CSGALNACT2
STK11	SIK3
SIK3	STK11
DPPA4	INO80B
INO80B	DPPA4
SNIP1	MEAF6
TRA2B	SF3B1
SF3B1	TRA2B
MYLK	ANLN
ANLN	MYLK
LEPR	JAK2
HAPLN1	EDIL3
EDIL3	HAPLN1
TNNT1	HMGXB4
GSN	MYO19
MYO19	GSN
MAST2	DYNLL1
MYO1C	TPM1
TPM1	MYO1C
MGST2	HDHD2
HDHD2	MGST2
MAPK14	GPR156
GPR156	MAPK14
TCF4	DUSP23
DUSP23	TCF4
CD200	BTLA
BTLA	CD200
CSK	ADAMTS18
ADAMTS18	CSK
FZD2	SLC4A1
SLC4A1	FZD2
SLMAP	MOB4
MOB4	SLMAP
LMO2	TRIM33
TRIM33	LMO2
BMPR1A	SLC30A1
SLC30A1	BMPR1A
TNS1	YWHAZ
YWHAZ	TNS1
FAM63A	ADAMTSL4
ADAMTSL4	FAM63A
HSP90AB1	TRAPPC12
TRAPPC12	HSP90AB1
EPRS	SDCBP
SDCBP	EPRS
EZH2	TBL1XR1
TBL1XR1	EZH2
PICALM	LIMA1
LIMA1	PICALM
LMNA	PCGF2
DDX6	DCP2
DCP2	DDX6
SERGEF	EXOC2
EXOC2	SERGEF
CSGALNACT2	MPPE1
MPPE1	CSGALNACT2
TMEM182	IL18R1
IL18R1	TMEM182
MEG3	TLR4
YWHAG	NDRG1
NDRG1	YWHAG
PRPF4B	DHX35
DHX35	PRPF4B
GRAP2	PTPN23
PTPN23	GRAP2
TP63	C1orf109
C1orf109	TP63
PAK6	RP11-133K1.1
RP11-133K1.1	PAK6
IKBKAP	MAPK8
ITGB1	TNFSF13B
TNFSF13B	ITGB1
ZNF205	CDC37
CDC37	ZNF205
MAPK14	AIMP1
AIMP1	MAPK14
RAPH1	CD28
CD28	RAPH1
RBX1	FBXW8
FBXW8	RBX1
RPL5	RPL29
RPL29	RPL5
SNX6	CAMKMT
CAMKMT	SNX6
CNNM2	SFXN2
FBLN1	MOB4
MOB4	FBLN1
MCC	PUS7
PUS7	MCC
FARP1	GEMIN7
GEMIN7	FARP1
ST8SIA4	ITGA8
ITGA8	ST8SIA4
DPP10	ACTR3
CPS1	HSPA5
HSPA5	CPS1
SNRNP35	SF3B1
SF3B1	SNRNP35
CCBL1	LRRC8A
LRRC8A	CCBL1
USP20	GPT2
GPT2	USP20
SYNE1	SLC4A5
SLC4A5	SYNE1
MARS	AIMP1
AIMP1	MARS
TECPR2	GABARAPL2
GABARAPL2	TECPR2
TLR5	TLR1
ZZEF1	TGS1
TGS1	ZZEF1
KIF2A	YWHAB
YWHAB	KIF2A
CDC37	BTBD3
BTBD3	CDC37
IFT172	FNDC4
FNDC4	IFT172
KPNA3	NFKB1
SLC25A3	SF3B1
SF3B1	SLC25A3
CRKL	CBLB
ITPR2	L3MBTL2
L3MBTL2	ITPR2
SP4	TCEA2
TCEA2	SP4
GRB2	PTPN14
PTPN14	GRB2
KIF23	YWHAG
CRP	LAMA5
LAMA5	CRP
HEMK1	ZMYND10
ZMYND10	HEMK1
PTPN2	B3GNT1
B3GNT1	PTPN2
CHUK	REL
REL	CHUK
CASP8	CFLAR
CFLAR	CASP8
AHCY	PIGU
PIGU	AHCY
CMKLR1	SART3
GBP1	GBP3
RNF10	UBE2J2
UBE2J2	RNF10
UBE2K	RNF185
RNF185	UBE2K
CDC5L	SF3B4
ZBTB7B	KCNN3
KCNN3	ZBTB7B
TNFSF11	MED24
ANAPC5	ANAPC7
ANAPC7	ANAPC5
CDH19	MBIP
MBIP	CDH19
PXN	RAB8B
RAB8B	PXN
AKT1	GATA2
CTD-2315E11.1	SEMA4B
GPT2	ABCC12
ABCC12	GPT2
DCDC2	FAM118A
FAM118A	DCDC2
PCDHGC3	PAG1
PAG1	PCDHGC3
PEMT	TOM1L2
TOM1L2	PEMT
DLX4	GEMIN2
GSN	MYO18A
MYO18A	GSN
APBA2	GABRG3
GABRG3	APBA2
VPS11	C15orf27
C15orf27	VPS11
IL10	IL10RB
IL10RB	IL10
RP5-968D22.3	SFT2D2
ARRB1	CALD1
CALD1	ARRB1
BCL2	MAPK8
MAPK8	BCL2
COMP	NUFIP2
NUFIP2	COMP
DVL1	KLHL12
KLHL12	DVL1
SEZ6L2	MAPK3
MAPK3	SEZ6L2
SRC	HNF1A
HSPA5	SIN3B
SIN3B	HSPA5
ADAM19	CYFIP2
SEC63	BIN3
BIN3	SEC63
MPRIP	MYO18A
MYO18A	MPRIP
RPS9	RPS29
RPS29	RPS9
DSN1	PMF1
LZTS1	SMEK2
SMEK2	LZTS1
KANK2	SYT6
SYT6	KANK2
MYO1C	FARP1
FARP1	MYO1C
NCOA3	KAT2B
KAT2B	NCOA3
NCKAP1	GJB7
GJB7	NCKAP1
RUVBL1	ZNHIT3
ZNHIT3	RUVBL1
LMBR1	LRFN4
LRFN4	LMBR1
VDAC1	MCL1
PSEN2	CASP8
RP5-1059H15.1	DPT
DPT	RP5-1059H15.1
DRD5	GABRG2
EGFR	KCNJ4
KCNJ4	EGFR
NFATC2	LITAF
LITAF	NFATC2
CERK	HAVCR2
HAVCR2	CERK
INPPL1	PLCXD2
PLCXD2	INPPL1
RAC1	CORO1C
CORO1C	RAC1
VSTM4	WDFY4
WDFY4	VSTM4
GSK3B	APC
DCTN2	LIMA1
LIMA1	DCTN2
DNMT3A	OTX1
OTX1	DNMT3A
YWHAB	RICTOR
RICTOR	YWHAB
MAP2K3	SMAD7
HSPA9	PRCC
PRCC	HSPA9
NRBP1	MAP4K5
MAP4K5	NRBP1
LHX3	MIPOL1
MIPOL1	LHX3
snoU13	OSBPL3
SMAD4	CREBBP
CNOT4	UBE2N
